"?a  <dbo:title>  ?b   => ?a  <dbo:commands>  ?b"	0	117
"?a  <dbo:before>  ?b   => ?a  <dbo:predecessor>  ?b"	574	2897
"?b  <dbo:start>  ?a   => ?a  <dbo:featuring>  ?b"	0	22
"?a  <dbo:affiliation>  ?b   => ?a  <dbo:jobs>  ?b"	0	4
"?a  <dbo:days>  ?b   => ?a  <dbo:jobs>  ?b"	0	5
"?a  <dbo:family>  ?b   => ?a  <dbo:jobs>  ?b"	0	1
"?b  <dbo:family>  ?a   => ?a  <dbo:jobs>  ?b"	0	1
"?a  <dbo:carries>  ?b   => ?a  <dbo:bridgeSigns>  ?b"	0	6
"?b  <dbo:stylisticOrigins>  ?a   => ?a  <dbo:fusiongenres>  ?b"	0	42
"?a  <dbo:downstreamSigns>  ?b   => ?a  <dbo:bridgeSigns>  ?b"	0	17
"?a  <dbo:upstreamSigns>  ?b   => ?a  <dbo:bridgeSigns>  ?b"	0	17
"?a  <dbo:firstTeam>  ?b   => ?a  <dbo:thirdTeam>  ?b"	37	60
"?a  <dbo:secondTeam>  ?b   => ?a  <dbo:thirdTeam>  ?b"	26	50
"?a  <dbo:workInstitution>  ?b   => ?a  <dbo:almaMater>  ?b"	147	239
"?a  <dbo:fastTeam>  ?b   => ?a  <dbo:thirdTeam>  ?b"	50	73
"?a  <dbo:poleTeam>  ?b   => ?a  <dbo:thirdTeam>  ?b"	37	68
"?a  <dbo:birthPlace>  ?b   => ?a  <dbo:placebirth>  ?b"	0	184
"?a  <dbo:writer>  ?b   => ?a  <dbo:starring>  ?b"	654	1199
"?b  <dbo:periph>  ?a   => ?a  <dbo:prefec>  ?b"	0	44
"?b  <dbo:significantBuildings>  ?a   => ?a  <dbo:architect>  ?b"	29	18
"?b  <dbo:capital>  ?a   => ?a  <dbo:prefec>  ?b"	0	49
"?b  <dbo:notableWorks>  ?a   => ?a  <dbo:writers>  ?b"	0	10
"?a  <dbo:artists>  ?b   => ?a  <dbo:writers>  ?b"	0	86
"?a  <dbo:lowpoint>  ?b   => ?a  <dbo:sights>  ?b"	0	13
"?a  <dbo:creators>  ?b   => ?a  <dbo:writers>  ?b"	0	108
"?b  <dbo:previousLine>  ?a   => ?a  <dbo:nextLine>  ?b"	0	92
"?a  <dbo:start_percent_252FendPoints>  ?b   => ?a  <dbo:sights>  ?b"	0	18
"?a  <dbo:title>  ?b   => ?a  <dbo:playingteams>  ?b"	0	5
"?a  <dbo:pastMembers>  ?b   => ?a  <dbo:imgCapt>  ?b"	0	124
"?a  <dbo:currentMembers>  ?b   => ?a  <dbo:imgCapt>  ?b"	0	336
"?b  <dbo:imgCapt>  ?a   => ?a  <dbo:imgCapt>  ?b"	0	20
"?b  <dbo:affiliation>  ?a   => ?a  <dbo:imgCapt>  ?b"	0	21
"?a  <dbo:associatedActs>  ?b   => ?a  <dbo:imgCapt>  ?b"	0	27
"?b  <dbo:currentMembers>  ?a   => ?a  <dbo:imgCapt>  ?b"	0	20
"?b  <dbo:associatedActs>  ?a   => ?a  <dbo:imgCapt>  ?b"	0	199
"?a  <dbo:otherstat>  ?b   => ?a  <dbo:points>  ?b"	0	4
"?a  <dbo:rebounds>  ?b   => ?a  <dbo:points>  ?b"	0	15
"?a  <dbo:assist>  ?b   => ?a  <dbo:points>  ?b"	0	16
"?b  <dbo:credits>  ?a   => ?a  <dbo:actors>  ?b"	0	7
"?a  <dbo:writer>  ?b   => ?a  <dbo:writers>  ?b"	0	10
"?a  <dbo:starring>  ?b   => ?a  <dbo:writers>  ?b"	0	13
"?a  <dbo:manofmatch>  ?b   => ?a  <dbo:points>  ?b"	0	7
"?b  <dbo:artist>  ?a   => ?a  <dbo:imgCapt>  ?b"	0	31
"?a  <dbo:country>  ?b   => ?a  <dbo:placebirth>  ?b"	0	45
"?a  <dbo:director>  ?b   => ?a  <dbo:writers>  ?b"	0	22
"?a  <dbo:title>  ?b   => ?a  <dbo:jobs>  ?b"	0	6
"?a  <dbo:location>  ?b   => ?a  <dbo:nextLine>  ?b"	0	4
"?b  <dbo:homeworld>  ?a   => ?a  <dbo:people>  ?b"	0	19
"?b  <dbo:world>  ?a   => ?a  <dbo:universe>  ?b"	0	2
"?b  <dbo:universe>  ?a   => ?a  <dbo:universe>  ?b"	0	2
"?a  <dbo:nightskiing>  ?b   => ?a  <dbo:liftsystem>  ?b"	0	2
"?b  <dbo:nextissue>  ?a   => ?a  <dbo:previssue>  ?b"	0	97
"?b  <dbo:leader>  ?a   => ?a  <dbo:party>  ?b"	165	121
"?a  <dbo:largestcity>  ?b   => ?a  <dbo:capital>  ?b"	0	43
"?a  <dbo:islands>  ?b   => ?a  <dbo:capital>  ?b"	0	37
"?b  <dbo:prefec>  ?a   => ?a  <dbo:capital>  ?b"	0	49
"?a  <dbo:largestCity>  ?b   => ?a  <dbo:capital>  ?b"	15	119
